,pro,mat,x,y,compute,m,n,nnz,cu_time,flops,cu_gflops
6850,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/chipcool1/chipcool1.cbd,2,2,2,20082,20082,281150,0.52213,4081718,15.634872541321126
6851,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/LFAT5000/LFAT5000.cbd,2,2,2,19994,19994,79966,0.14849,339826,4.577089366287292
6852,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/LFAT5000/LFAT5000.cbd,4,4,4,19994,19994,79966,0.14875,339826,4.569089075630252
6853,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/LFAT5000/LFAT5000.cbd,8,8,8,19994,19994,79966,0.15542,339826,4.37300218762064
6854,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/LFAT5000/LFAT5000.cbd,2,2,2,19994,19994,79966,0.15403,339826,4.41246510420048
6855,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/t2dah_e/t2dah_e.cbd,2,2,2,11445,11445,176117,0.34123,2881433,16.88850921665739
6856,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/t2dah_e/t2dah_e.cbd,4,4,4,11445,11445,176117,0.37937,2881433,15.190621293196617
6857,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/t2dah_e/t2dah_e.cbd,8,8,8,11445,11445,176117,1.23023,2881433,4.684380969412224
6858,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/t2dah_e/t2dah_e.cbd,2,2,2,11445,11445,176117,0.34309,2881433,16.796951237284677
6859,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/filter2D/filter2D.cbd,2,2,2,1668,1668,10750,0.11654,71766,1.2316114638750644
6860,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/filter2D/filter2D.cbd,4,4,4,1668,1668,10750,0.11591,71766,1.2383055819170046
6861,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/filter2D/filter2D.cbd,8,8,8,1668,1668,10750,0.11564,71766,1.241196817710135
6862,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/filter2D/filter2D.cbd,2,2,2,1668,1668,10750,0.11893,71766,1.2068611788446988
6863,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/t2dal_a/t2dal_a.cbd,2,2,2,4257,4257,37465,0.14848,332137,4.473828125
6864,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/t2dal_a/t2dal_a.cbd,4,4,4,4257,4257,37465,0.15471,332137,4.293672031542887
6865,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/t2dal_a/t2dal_a.cbd,8,8,8,4257,4257,37465,0.16535,332137,4.017381312367705
6866,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/t2dal_a/t2dal_a.cbd,2,2,2,4257,4257,37465,0.15883,332137,4.182295536107788
6867,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/gyro_k/gyro_k.cbd,2,2,2,17361,17361,1021159,12.7558,77897567,12.2136701735681
6868,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/gyro_k/gyro_k.cbd,4,4,4,17361,17361,1021159,12.7148,77897567,12.25305423600843
6869,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/gyro_k/gyro_k.cbd,8,8,8,17361,17361,1021159,12.40455,77897567,12.559515177898431
6870,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/gyro_k/gyro_k.cbd,2,2,2,17361,17361,1021159,12.76482,77897567,12.205039632364576
6871,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/t3dl/t3dl.cbd,2,2,2,20360,20360,509866,5.94884,13082922,4.398478358806087
6872,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/t3dl/t3dl.cbd,4,4,4,20360,20360,509866,5.91233,13082922,4.425639976117707
6873,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/t3dl/t3dl.cbd,8,8,8,20360,20360,509866,5.14841,13082922,5.082315511002426
6874,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/t3dl/t3dl.cbd,2,2,2,20360,20360,509866,5.94966,13082922,4.397872147315981
6875,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/boneS01/boneS01.cbd,2,2,2,127224,127224,6715152,84.4237,394029846,9.33457893932628
6876,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/boneS01/boneS01.cbd,4,4,4,127224,127224,6715152,83.96211,394029846,9.385896709837331
6877,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/boneS01/boneS01.cbd,8,8,8,127224,127224,6715152,74.11404,394029846,10.633068876018632
6878,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/boneS01/boneS01.cbd,2,2,2,127224,127224,6715152,84.51413,394029846,9.324590953015786
6879,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/t2dal_bci/t2dal_bci.cbd,2,2,2,4257,4257,37465,0.14935,332137,4.447766990291262
6880,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/t2dal_bci/t2dal_bci.cbd,4,4,4,4257,4257,37465,0.14872,332137,4.466608391608392
6881,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/t2dal_bci/t2dal_bci.cbd,8,8,8,4257,4257,37465,0.15622,332137,4.252170016643196
6882,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/t2dal_bci/t2dal_bci.cbd,2,2,2,4257,4257,37465,0.14847,332137,4.474129453761703
6883,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/t3dl_e/t3dl_e.cbd,2,2,2,20360,20360,20360,0.1099,20360,0.3705186533212011
6884,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/t3dl_e/t3dl_e.cbd,4,4,4,20360,20360,20360,0.10502,20360,0.38773566939630544
6885,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/t3dl_e/t3dl_e.cbd,8,8,8,20360,20360,20360,0.11082,20360,0.367442699873669
6886,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/t3dl_e/t3dl_e.cbd,2,2,2,20360,20360,20360,0.10844,20360,0.37550719291774254
6887,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/LF10/LF10.cbd,2,2,2,18,18,82,0.11711,382,0.006523781060541371
6888,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/LF10/LF10.cbd,4,4,4,18,18,82,0.11657,382,0.006554001887278031
6889,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/LF10/LF10.cbd,8,8,8,18,18,82,0.11663,382,0.006550630198062248
6890,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/LF10/LF10.cbd,2,2,2,18,18,82,0.11705,382,0.006527125160187954
6891,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/piston/piston.cbd,2,2,2,2025,2025,100015,1.31895,5810239,8.810400697524546
6892,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/piston/piston.cbd,4,4,4,2025,2025,100015,1.15466,5810239,10.063982471030434
6893,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/piston/piston.cbd,8,8,8,2025,2025,100015,1.01623,5810239,11.434889739527469
6894,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/piston/piston.cbd,2,2,2,2025,2025,100015,1.16049,5810239,10.013423640014132
6895,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/spiral/spiral.cbd,2,2,2,1434,1434,18228,0.32114,837002,5.212692283739179
6896,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/spiral/spiral.cbd,4,4,4,1434,1434,18228,0.32164,837002,5.204588981469967
6897,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/spiral/spiral.cbd,8,8,8,1434,1434,18228,0.30091,837002,5.563138479944169
6898,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/spiral/spiral.cbd,2,2,2,1434,1434,18228,0.3214,837002,5.208475420037336
6899,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/filter3D/filter3D.cbd,2,2,2,106437,106437,2707179,39.28488,85957185,4.376095077800925
6900,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/filter3D/filter3D.cbd,4,4,4,106437,106437,2707179,39.08434,85957185,4.398548625869083
6901,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/filter3D/filter3D.cbd,8,8,8,106437,106437,2707179,31.73734,85957185,5.416785716761392
6902,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/filter3D/filter3D.cbd,2,2,2,106437,106437,2707179,39.2858,85957185,4.3759925978343315
6903,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/rail_20209/rail_20209.cbd,2,2,2,20209,20209,139233,0.22707,1037815,9.140925705729511
6904,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/rail_20209/rail_20209.cbd,4,4,4,20209,20209,139233,0.22571,1037815,9.196003721589651
6905,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/rail_20209/rail_20209.cbd,8,8,8,20209,20209,139233,0.24712,1037815,8.399279702168986
6906,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/rail_20209/rail_20209.cbd,2,2,2,20209,20209,139233,0.22688,1037815,9.148580747531735
6907,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/flowmeter0/flowmeter0.cbd,2,2,2,9669,9669,67391,0.17373,471189,5.4243826627525475
6908,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/flowmeter0/flowmeter0.cbd,4,4,4,9669,9669,67391,0.17567,471189,5.3644788523936935
6909,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/flowmeter0/flowmeter0.cbd,8,8,8,9669,9669,67391,0.17039,471189,5.530711896238042
6910,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/flowmeter0/flowmeter0.cbd,2,2,2,9669,9669,67391,0.18301,471189,5.149325173487787
6911,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/rail_5177/rail_5177.cbd,2,2,2,5177,5177,35185,0.15151,258663,3.4144676919015247
6912,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/rail_5177/rail_5177.cbd,4,4,4,5177,5177,35185,0.15053,258663,3.4366970039194844
6913,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/rail_5177/rail_5177.cbd,8,8,8,5177,5177,35185,0.159,258663,3.2536226415094336
6914,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/rail_5177/rail_5177.cbd,2,2,2,5177,5177,35185,0.15194,258663,3.404804528103199
6915,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/rail_79841/rail_79841.cbd,2,2,2,79841,79841,553921,0.57667,4157847,14.420195258986942
6916,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/rail_79841/rail_79841.cbd,4,4,4,79841,79841,553921,0.57006,4157847,14.587401326176193
6917,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/rail_79841/rail_79841.cbd,8,8,8,79841,79841,553921,0.6365,4157847,13.064719560094266
6918,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/rail_79841/rail_79841.cbd,2,2,2,79841,79841,553921,0.55763,4157847,14.912565679751808
6919,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/t3dh_a/t3dh_a.cbd,2,2,2,79171,79171,4352105,54.56955,255940359,9.380336066542604
6920,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/t3dh_a/t3dh_a.cbd,4,4,4,79171,79171,4352105,54.62691,255940359,9.370486414113483
6921,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/t3dh_a/t3dh_a.cbd,8,8,8,79171,79171,4352105,49.01487,255940359,10.443376020379121
6922,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/t3dh_a/t3dh_a.cbd,2,2,2,79171,79171,4352105,54.87111,255940359,9.32878372608099
6923,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/t3dh_e/t3dh_e.cbd,2,2,2,79171,79171,4352105,54.60525,255940359,9.374203359567074
6924,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/t3dh_e/t3dh_e.cbd,4,4,4,79171,79171,4352105,54.71002,255940359,9.356251706725752
6925,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/t3dh_e/t3dh_e.cbd,8,8,8,79171,79171,4352105,49.10547,255940359,10.424107904883101
6926,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/t3dh_e/t3dh_e.cbd,2,2,2,79171,79171,4352105,54.92427,255940359,9.319754600288725
6927,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/gyro/gyro.cbd,2,2,2,17361,17361,1021159,12.75716,77897567,12.21236811327913
6928,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/gyro/gyro.cbd,4,4,4,17361,17361,1021159,12.7575,77897567,12.21204264158338
6929,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/gyro/gyro.cbd,8,8,8,17361,17361,1021159,12.46317,77897567,12.500442022374726
6930,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/gyro/gyro.cbd,2,2,2,17361,17361,1021159,12.78839,77897567,12.182544792581396
6931,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/flowmeter5/flowmeter5.cbd,2,2,2,9669,9669,67391,0.17379,471189,5.422509925772484
6932,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/flowmeter5/flowmeter5.cbd,4,4,4,9669,9669,67391,0.1773,471189,5.3151607445008455
6933,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/flowmeter5/flowmeter5.cbd,8,8,8,9669,9669,67391,0.17047,471189,5.528116384114506
6934,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/flowmeter5/flowmeter5.cbd,2,2,2,9669,9669,67391,0.17007,471189,5.541118363026989
6935,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/t3dh/t3dh.cbd,2,2,2,79171,79171,4352105,54.67907,255940359,9.361547626907333
6936,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/t3dh/t3dh.cbd,4,4,4,79171,79171,4352105,54.7411,255940359,9.350939568258584
6937,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/t3dh/t3dh.cbd,8,8,8,79171,79171,4352105,49.07703,255940359,10.430148645914393
6938,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/t3dh/t3dh.cbd,2,2,2,79171,79171,4352105,54.91169,255940359,9.321889710551615
6939,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/rail_1357/rail_1357.cbd,2,2,2,1357,1357,8985,0.11893,64303,1.0813587824770874
6940,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/rail_1357/rail_1357.cbd,4,4,4,1357,1357,8985,0.1155,64303,1.1134718614718613
6941,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/rail_1357/rail_1357.cbd,8,8,8,1357,1357,8985,0.11613,64303,1.1074313269611642
6942,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/rail_1357/rail_1357.cbd,2,2,2,1357,1357,8985,0.11909,64303,1.0799059534805608
6943,exe_spgemm_cusparse_16,/ssget/MM/Oberwolfach/t3dl_a/t3dl_a.cbd,2,2,2,20360,20360,509866,5.94896,13082922,4.3983896344907345
6944,exe_spgemm_cusparse_32,/ssget/MM/Oberwolfach/t3dl_a/t3dl_a.cbd,4,4,4,20360,20360,509866,5.90823,13082922,4.428711136837937
6945,exe_spgemm_cusparse_64,/ssget/MM/Oberwolfach/t3dl_a/t3dl_a.cbd,8,8,8,20360,20360,509866,5.14739,13082922,5.083322615927684
6946,exe_spgemm_cusparse_bf16,/ssget/MM/Oberwolfach/t3dl_a/t3dl_a.cbd,2,2,2,20360,20360,509866,5.93708,13082922,4.407190740229203
6947,exe_spgemm_cusparse_16,/ssget/MM/TKK/t520/t520.cbd,2,2,2,5563,5563,286341,3.46363,15158237,8.752803850295788
6948,exe_spgemm_cusparse_32,/ssget/MM/TKK/t520/t520.cbd,4,4,4,5563,5563,286341,3.44337,15158237,8.804303342365182
6949,exe_spgemm_cusparse_64,/ssget/MM/TKK/t520/t520.cbd,8,8,8,5563,5563,286341,2.92986,15158237,10.34741386960469
6950,exe_spgemm_cusparse_bf16,/ssget/MM/TKK/t520/t520.cbd,2,2,2,5563,5563,286341,3.4679,15158237,8.742026586695118
6951,exe_spgemm_cusparse_16,/ssget/MM/TKK/tube1/tube1.cbd,2,2,2,21498,21498,897056,11.8763,38022972,6.403167990030564
6952,exe_spgemm_cusparse_32,/ssget/MM/TKK/tube1/tube1.cbd,4,4,4,21498,21498,897056,11.81592,38022972,6.435888530050982
6953,exe_spgemm_cusparse_64,/ssget/MM/TKK/tube1/tube1.cbd,8,8,8,21498,21498,897056,9.67532,38022972,7.859785929560986
6954,exe_spgemm_cusparse_bf16,/ssget/MM/TKK/tube1/tube1.cbd,2,2,2,21498,21498,897056,11.87608,38022972,6.40328660635496
6955,exe_spgemm_cusparse_16,/ssget/MM/TKK/cyl6/cyl6.cbd,2,2,2,13681,13681,714241,8.39771,38130481,9.081161650021254
6956,exe_spgemm_cusparse_32,/ssget/MM/TKK/cyl6/cyl6.cbd,4,4,4,13681,13681,714241,8.33145,38130481,9.153384104807687
6957,exe_spgemm_cusparse_64,/ssget/MM/TKK/cyl6/cyl6.cbd,8,8,8,13681,13681,714241,7.14516,38130481,10.673093674599311
6958,exe_spgemm_cusparse_bf16,/ssget/MM/TKK/cyl6/cyl6.cbd,2,2,2,13681,13681,714241,8.39001,38130481,9.089495960076329
6959,exe_spgemm_cusparse_16,/ssget/MM/TKK/smt/smt.cbd,2,2,2,25710,25710,3753184,77.73533,605945948,15.589975574812636
6960,exe_spgemm_cusparse_32,/ssget/MM/TKK/smt/smt.cbd,4,4,4,25710,25710,3753184,83.069,605945948,14.588978993366961
6961,exe_spgemm_cusparse_bf16,/ssget/MM/TKK/smt/smt.cbd,2,2,2,25710,25710,3753184,78.11133,605945948,15.514931009368297
6962,exe_spgemm_cusparse_16,/ssget/MM/TKK/s4dkt3m2/s4dkt3m2.cbd,2,2,2,90449,90449,3753461,48.87635,156412181,6.400321668864389
6963,exe_spgemm_cusparse_32,/ssget/MM/TKK/s4dkt3m2/s4dkt3m2.cbd,4,4,4,90449,90449,3753461,48.47148,156412181,6.453781935274104
6964,exe_spgemm_cusparse_64,/ssget/MM/TKK/s4dkt3m2/s4dkt3m2.cbd,8,8,8,90449,90449,3753461,39.82039,156412181,7.855883932829387
6965,exe_spgemm_cusparse_bf16,/ssget/MM/TKK/s4dkt3m2/s4dkt3m2.cbd,2,2,2,90449,90449,3753461,48.89477,156412181,6.397910492267373
6966,exe_spgemm_cusparse_16,/ssget/MM/TKK/engine/engine.cbd,2,2,2,143571,143571,4706073,72.02781,195163263,5.4191086192957965
6967,exe_spgemm_cusparse_32,/ssget/MM/TKK/engine/engine.cbd,4,4,4,143571,143571,4706073,71.54063,195163263,5.456011863468355
6968,exe_spgemm_cusparse_64,/ssget/MM/TKK/engine/engine.cbd,8,8,8,143571,143571,4706073,59.97264,195163263,6.508409934930328
6969,exe_spgemm_cusparse_bf16,/ssget/MM/TKK/engine/engine.cbd,2,2,2,143571,143571,4706073,72.00036,195163263,5.421174644126779
6970,exe_spgemm_cusparse_16,/ssget/MM/TKK/g3rmt3m3/g3rmt3m3.cbd,2,2,2,5357,5357,207695,2.5775,8319359,6.455370708050436
6971,exe_spgemm_cusparse_32,/ssget/MM/TKK/g3rmt3m3/g3rmt3m3.cbd,4,4,4,5357,5357,207695,2.56008,8319359,6.499296115746382
6972,exe_spgemm_cusparse_64,/ssget/MM/TKK/g3rmt3m3/g3rmt3m3.cbd,8,8,8,5357,5357,207695,2.32273,8319359,7.163431823759112
6973,exe_spgemm_cusparse_bf16,/ssget/MM/TKK/g3rmt3m3/g3rmt3m3.cbd,2,2,2,5357,5357,207695,2.57676,8319359,6.457224576600071
6974,exe_spgemm_cusparse_16,/ssget/MM/TKK/tube2/tube2.cbd,2,2,2,21498,21498,897056,11.84093,38022972,6.422294870419806
6975,exe_spgemm_cusparse_32,/ssget/MM/TKK/tube2/tube2.cbd,4,4,4,21498,21498,897056,11.75935,38022972,6.466849273131593
6976,exe_spgemm_cusparse_64,/ssget/MM/TKK/tube2/tube2.cbd,8,8,8,21498,21498,897056,9.66039,38022972,7.871933120712518
6977,exe_spgemm_cusparse_bf16,/ssget/MM/TKK/tube2/tube2.cbd,2,2,2,21498,21498,897056,11.84429,38022972,6.420472987405745
6978,exe_spgemm_cusparse_16,/ssget/MM/TKK/plbuckle/plbuckle.cbd,2,2,2,1282,1282,30644,0.22169,759436,6.8513329423970415
6979,exe_spgemm_cusparse_32,/ssget/MM/TKK/plbuckle/plbuckle.cbd,4,4,4,1282,1282,30644,0.21842,759436,6.953905320025639
6980,exe_spgemm_cusparse_64,/ssget/MM/TKK/plbuckle/plbuckle.cbd,8,8,8,1282,1282,30644,0.396,759436,3.835535353535353
6981,exe_spgemm_cusparse_bf16,/ssget/MM/TKK/plbuckle/plbuckle.cbd,2,2,2,1282,1282,30644,0.22181,759436,6.84762634687345
6982,exe_spgemm_cusparse_16,/ssget/MM/TKK/t2d_q4/t2d_q4.cbd,2,2,2,9801,9801,87025,0.18111,776161,8.571155651261664
6983,exe_spgemm_cusparse_32,/ssget/MM/TKK/t2d_q4/t2d_q4.cbd,4,4,4,9801,9801,87025,0.18166,776161,8.545205328635914
6984,exe_spgemm_cusparse_64,/ssget/MM/TKK/t2d_q4/t2d_q4.cbd,8,8,8,9801,9801,87025,0.19333,776161,8.029390161899343
6985,exe_spgemm_cusparse_bf16,/ssget/MM/TKK/t2d_q4/t2d_q4.cbd,2,2,2,9801,9801,87025,0.20223,776161,7.676022350788706
6986,exe_spgemm_cusparse_16,/ssget/MM/TKK/cbuckle/cbuckle.cbd,2,2,2,13681,13681,676515,8.36445,34292821,8.19965951138449
6987,exe_spgemm_cusparse_32,/ssget/MM/TKK/cbuckle/cbuckle.cbd,4,4,4,13681,13681,676515,8.11026,34292821,8.456651451371473
6988,exe_spgemm_cusparse_64,/ssget/MM/TKK/cbuckle/cbuckle.cbd,8,8,8,13681,13681,676515,6.83995,34292821,10.02721394162238
6989,exe_spgemm_cusparse_bf16,/ssget/MM/TKK/cbuckle/cbuckle.cbd,2,2,2,13681,13681,676515,8.17326,34292821,8.391467052314498
6990,exe_spgemm_cusparse_16,/ssget/MM/TKK/t2d_q9/t2d_q9.cbd,2,2,2,9801,9801,87025,0.18132,776161,8.56122876682109
6991,exe_spgemm_cusparse_32,/ssget/MM/TKK/t2d_q9/t2d_q9.cbd,4,4,4,9801,9801,87025,0.1819,776161,8.533930731170972
6992,exe_spgemm_cusparse_64,/ssget/MM/TKK/t2d_q9/t2d_q9.cbd,8,8,8,9801,9801,87025,0.1931,776161,8.038953909891248
6993,exe_spgemm_cusparse_bf16,/ssget/MM/TKK/t2d_q9/t2d_q9.cbd,2,2,2,9801,9801,87025,0.18171,776161,8.542853998128885
6994,exe_spgemm_cusparse_16,/ssget/MM/FEMLAB/sme3Dc/sme3Dc.cbd,2,2,2,42930,42930,3148656,52.96683,289653169,10.93715327120766
6995,exe_spgemm_cusparse_32,/ssget/MM/FEMLAB/sme3Dc/sme3Dc.cbd,4,4,4,42930,42930,3148656,54.24388,289653169,10.679662627378425
6996,exe_spgemm_cusparse_64,/ssget/MM/FEMLAB/sme3Dc/sme3Dc.cbd,8,8,8,42930,42930,3148656,68.13266,289653169,8.502623235317687
6997,exe_spgemm_cusparse_bf16,/ssget/MM/FEMLAB/sme3Dc/sme3Dc.cbd,2,2,2,42930,42930,3148656,52.9212,289653169,10.946583561975162
6998,exe_spgemm_cusparse_16,/ssget/MM/FEMLAB/sme3Db/sme3Db.cbd,2,2,2,29067,29067,2081063,33.18357,188931195,11.387032498311664
6999,exe_spgemm_cusparse_32,/ssget/MM/FEMLAB/sme3Db/sme3Db.cbd,4,4,4,29067,29067,2081063,33.99488,188931195,11.115273535308845
7000,exe_spgemm_cusparse_64,/ssget/MM/FEMLAB/sme3Db/sme3Db.cbd,8,8,8,29067,29067,2081063,42.85059,188931195,8.818137393207422
7001,exe_spgemm_cusparse_bf16,/ssget/MM/FEMLAB/sme3Db/sme3Db.cbd,2,2,2,29067,29067,2081063,33.19226,188931195,11.384051281834981
7002,exe_spgemm_cusparse_16,/ssget/MM/FEMLAB/ns3Da/ns3Da.cbd,2,2,2,20414,20414,1679599,30.81322,177530721,11.5230229752035
7003,exe_spgemm_cusparse_32,/ssget/MM/FEMLAB/ns3Da/ns3Da.cbd,4,4,4,20414,20414,1679599,32.41086,177530721,10.955014522909913
7004,exe_spgemm_cusparse_64,/ssget/MM/FEMLAB/ns3Da/ns3Da.cbd,8,8,8,20414,20414,1679599,45.59459,177530721,7.787359026586269
7005,exe_spgemm_cusparse_bf16,/ssget/MM/FEMLAB/ns3Da/ns3Da.cbd,2,2,2,20414,20414,1679599,30.94036,177530721,11.47567261660821
7006,exe_spgemm_cusparse_16,/ssget/MM/FEMLAB/sme3Da/sme3Da.cbd,2,2,2,12504,12504,874887,13.17243,76470583,11.610702505156603
7007,exe_spgemm_cusparse_32,/ssget/MM/FEMLAB/sme3Da/sme3Da.cbd,4,4,4,12504,12504,874887,13.39765,76470583,11.41552182658899
7008,exe_spgemm_cusparse_64,/ssget/MM/FEMLAB/sme3Da/sme3Da.cbd,8,8,8,12504,12504,874887,15.93183,76470583,9.599723697779853
7009,exe_spgemm_cusparse_bf16,/ssget/MM/FEMLAB/sme3Da/sme3Da.cbd,2,2,2,12504,12504,874887,13.19101,76470583,11.594348423661266
7010,exe_spgemm_cusparse_16,/ssget/MM/FEMLAB/poisson2D/poisson2D.cbd,2,2,2,367,367,2417,0.11063,16419,0.2968272620446534
7011,exe_spgemm_cusparse_32,/ssget/MM/FEMLAB/poisson2D/poisson2D.cbd,4,4,4,367,367,2417,0.10859,16419,0.30240353623722255
7012,exe_spgemm_cusparse_64,/ssget/MM/FEMLAB/poisson2D/poisson2D.cbd,8,8,8,367,367,2417,0.11014,16419,0.2981478118757944
7013,exe_spgemm_cusparse_bf16,/ssget/MM/FEMLAB/poisson2D/poisson2D.cbd,2,2,2,367,367,2417,0.11028,16419,0.29776931447225247
7014,exe_spgemm_cusparse_16,/ssget/MM/FEMLAB/problem1/problem1.cbd,2,2,2,415,415,2779,0.10838,19041,0.3513747923971212
7015,exe_spgemm_cusparse_32,/ssget/MM/FEMLAB/problem1/problem1.cbd,4,4,4,415,415,2779,0.1101,19041,0.34588555858310627
7016,exe_spgemm_cusparse_64,/ssget/MM/FEMLAB/problem1/problem1.cbd,8,8,8,415,415,2779,0.10869,19041,0.35037261937620756
7017,exe_spgemm_cusparse_bf16,/ssget/MM/FEMLAB/problem1/problem1.cbd,2,2,2,415,415,2779,0.10962,19041,0.347400109469075
7018,exe_spgemm_cusparse_16,/ssget/MM/FEMLAB/poisson3Db/poisson3Db.cbd,2,2,2,85623,85623,2374949,38.83767,84407251,4.346669148792912
7019,exe_spgemm_cusparse_32,/ssget/MM/FEMLAB/poisson3Db/poisson3Db.cbd,4,4,4,85623,85623,2374949,38.71133,84407251,4.360855129493097
7020,exe_spgemm_cusparse_64,/ssget/MM/FEMLAB/poisson3Db/poisson3Db.cbd,8,8,8,85623,85623,2374949,32.05544,84407251,5.266329272036198
7021,exe_spgemm_cusparse_bf16,/ssget/MM/FEMLAB/poisson3Db/poisson3Db.cbd,2,2,2,85623,85623,2374949,38.83824,84407251,4.346605355958457
